Geography,Geography Type,Geography Note,Year,Gender,Total Population,Population Aged 0 to 4,Population Aged 5 to 9,Population Aged 10 to 14,Population Aged 15 to 19,Population Aged 20 to 24,Population Aged 25 to 29,Population Aged 30 to 34,Population Aged 35 to 39,Population Aged 40 to 44,Population Aged 45 to 49,Population Aged 50 to 54,Population Aged 55 to 59,Population Aged 60 to 64,Population Aged 65 to 69,Population Aged 70 to 74,Population Aged 75 to 79,Population Aged 80+
"Nippers Harbour, Municipality of",Community,,2010,Total,130,5,5,10,5,5,5,5,10,10,10,10,10,10,10,10,5,5
"Nippers Harbour, Municipality of",Community,,2011,Female,65,5,5,5,,,,,5,5,5,5,,10,5,5,,
"Nippers Harbour, Municipality of",Community,,2011,Male,65,,5,5,5,5,,5,5,10,,5,5,5,,,,5
"Nippers Harbour, Municipality of",Community,,2011,Total,130,5,5,10,10,,5,5,5,15,10,10,15,15,5,10,5,10
"Nippers Harbour, Municipality of",Community,,2012,Female,60,5,,5,5,,5,,,5,5,5,5,5,5,5,,
"Nippers Harbour, Municipality of",Community,,2012,Male,60,,,5,5,5,,5,5,10,5,5,5,5,5,,,5
"Nippers Harbour, Municipality of",Community,,2012,Total,120,5,5,10,5,5,5,5,5,15,10,10,15,10,10,5,5,5
"Norman's Cove-Long Cove, Municipality of",Community,,2010,Female,360,10,10,20,20,20,15,20,15,25,30,35,40,30,20,25,5,25
"Norman's Cove-Long Cove, Municipality of",Community,,2010,Male,360,15,15,10,20,20,15,20,10,20,35,30,40,25,35,20,10,10
"Norman's Cove-Long Cove, Municipality of",Community,,2010,Total,720,25,30,35,40,35,35,40,25,45,65,65,75,55,55,40,20,35
"Norman's Cove-Long Cove, Municipality of",Community,,2011,Female,360,10,10,25,20,15,15,20,20,25,30,35,35,30,25,25,5,25
"Norman's Cove-Long Cove, Municipality of",Community,,2011,Male,355,15,15,10,25,20,10,15,15,15,35,30,45,25,40,15,10,5
"Norman's Cove-Long Cove, Municipality of",Community,,2011,Total,720,30,25,35,45,30,25,30,35,40,60,65,80,55,65,40,20,35
"Norman's Cove-Long Cove, Municipality of",Community,,2012,Female,345,5,10,20,20,15,15,15,15,15,35,35,30,35,30,25,10,25
"Norman's Cove-Long Cove, Municipality of",Community,,2012,Male,350,15,15,15,20,20,15,10,20,25,25,30,35,30,35,20,10,10
"Norman's Cove-Long Cove, Municipality of",Community,,2012,Total,695,20,25,35,35,30,30,25,35,40,60,65,65,65,60,40,20,35
"Norris Point, Municipality of",Community,,2010,Female,355,5,15,20,25,10,15,15,20,25,30,30,20,45,25,15,10,35
"Norris Point, Municipality of",Community,,2010,Male,345,10,15,20,25,25,10,10,15,25,30,30,30,30,20,20,10,15
"Norris Point, Municipality of",Community,,2010,Total,700,25,30,40,40,35,20,30,35,50,60,60,50,80,50,35,15,45
"Norris Point, Municipality of",Community,,2011,Female,355,5,10,20,20,5,15,10,15,30,30,30,25,40,30,20,10,35
"Norris Point, Municipality of",Community,,2011,Male,330,10,15,25,20,20,5,10,15,25,25,25,30,30,30,20,10,10
"Norris Point, Municipality of",Community,,2011,Total,685,20,25,45,35,25,15,25,30,60,55,55,55,75,55,40,15,45
"Norris Point, Municipality of",Community,,2012,Female,355,5,10,15,20,10,15,10,15,25,40,30,30,35,30,20,10,40
"Norris Point, Municipality of",Community,,2012,Male,340,10,10,20,20,25,10,10,15,20,30,30,30,35,25,25,5,15
"Norris Point, Municipality of",Community,,2012,Total,695,20,20,40,35,35,20,20,30,50,70,60,60,70,60,45,15,50
"Old Perlican, Municipality of",Community,,2010,Female,335,5,20,10,15,15,20,15,30,25,35,25,30,30,10,10,10,30
"Old Perlican, Municipality of",Community,,2010,Male,325,15,20,10,20,10,20,20,25,20,25,20,30,25,20,10,5,20
"Old Perlican, Municipality of",Community,,2010,Total,660,20,40,20,35,30,35,30,55,45,55,50,60,60,30,20,15,55
"Old Perlican, Municipality of",Community,,2011,Female,335,10,15,15,20,5,15,10,30,15,35,30,35,30,15,10,10,35
"Old Perlican, Municipality of",Community,,2011,Male,330,15,20,10,20,10,20,20,25,20,30,15,35,30,20,10,5,20
"Old Perlican, Municipality of",Community,,2011,Total,660,20,30,25,40,20,35,25,55,35,60,50,65,60,40,20,15,55
"Old Perlican, Municipality of",Community,,2012,Female,350,5,20,20,20,10,15,15,25,20,30,25,25,40,20,5,10,40
"Old Perlican, Municipality of",Community,,2012,Male,335,20,20,10,20,15,15,20,20,30,30,15,35,30,20,15,5,20
"Old Perlican, Municipality of",Community,,2012,Total,685,25,35,30,35,25,30,30,50,45,60,45,60,75,40,20,20,60
"Pacquet, Municipality of",Community,,2010,Female,100,5,,5,10,5,,5,5,10,,10,15,15,5,,5,5
"Pacquet, Municipality of",Community,,2010,Male,105,,5,10,5,5,,5,5,5,5,10,10,10,10,5,5,5
"Pacquet, Municipality of",Community,,2010,Total,200,5,,15,15,10,,10,10,20,5,20,30,25,15,10,10,10
"Pacquet, Municipality of",Community,,2011,Female,90,,,,10,5,,5,5,10,,10,15,10,10,,5,
"Pacquet, Municipality of",Community,,2011,Male,95,,5,10,5,5,,5,5,5,5,10,15,10,5,10,5,5
"Pacquet, Municipality of",Community,,2011,Total,185,,,15,10,10,,5,10,20,5,20,30,20,10,10,10,10
"Pacquet, Municipality of",Community,,2012,Female,90,,,,10,5,,,5,5,5,5,15,10,10,,5,5
"Pacquet, Municipality of",Community,,2012,Male,95,,5,5,5,5,,5,5,5,5,5,10,15,5,10,5,5
"Pacquet, Municipality of",Community,,2012,Total,185,5,5,10,10,10,5,5,10,15,10,15,25,25,15,10,10,10
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2010,Female,8505,675,575,475,420,460,760,850,885,760,675,520,485,330,220,140,105,190
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2010,Male,8205,710,635,480,390,490,590,735,865,755,650,565,460,365,200,140,85,85
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2010,Total,16710,1375,1210,950,815,955,1355,1590,1750,1510,1330,1085,950,695,415,280,190,270
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2011,Female,8990,690,625,505,425,485,805,900,910,830,705,555,510,360,245,145,110,195
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2011,Male,8705,780,675,515,405,490,665,795,870,815,690,595,480,390,215,145,85,90
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2011,Total,17695,1465,1300,1020,835,980,1470,1700,1785,1640,1400,1145,990,745,455,290,195,280
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2012,Female,9445,765,635,520,460,505,845,935,935,865,755,595,535,390,260,165,110,195
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2012,Male,9090,790,715,565,430,500,665,810,880,860,730,620,500,410,260,150,105,95
Paradise,Community,This is the Municipality of Paradise. Data prior to 2000 is not available due to postal code boundary changes. ,2012,Total,18535,1545,1345,1085,895,1010,1510,1750,1815,1720,1490,1215,1040,800,515,315,210,285
"Pasadena, Municipality of",Community,,2010,Female,1710,65,90,90,100,95,75,90,125,130,125,165,170,175,90,65,40,30
"Pasadena, Municipality of",Community,,2010,Male,1655,85,75,105,100,85,60,100,95,130,140,135,145,155,110,50,40,45
"Pasadena, Municipality of",Community,,2010,Total,3365,145,165,200,195,175,130,185,225,265,260,300,310,325,205,115,85,70
"Pasadena, Municipality of",Community,,2011,Female,1715,65,100,80,95,95,65,105,115,135,130,155,155,180,105,60,45,35
"Pasadena, Municipality of",Community,,2011,Male,1635,85,85,100,95,85,50,100,85,115,135,140,145,165,115,75,30,40
"Pasadena, Municipality of",Community,,2011,Total,3350,145,180,185,190,180,110,200,205,255,265,295,295,340,225,135,75,75
"Pasadena, Municipality of",Community,,2012,Female,1750,70,95,80,90,90,85,110,110,135,130,140,155,185,125,65,45,45
"Pasadena, Municipality of",Community,,2012,Male,1680,85,95,95,95,75,75,110,80,120,130,135,145,170,125,70,40,45
"Pasadena, Municipality of",Community,,2012,Total,3435,150,185,185,190,165,155,215,190,265,255,275,300,350,250,135,90,85
"Peterview, Municipality of",Community,,2010,Female,395,25,30,30,25,20,15,25,30,30,30,25,30,25,15,15,5,5
"Peterview, Municipality of",Community,,2010,Male,440,20,35,40,35,25,25,15,30,40,35,25,25,30,15,10,15,5
"Peterview, Municipality of",Community,,2010,Total,830,45,65,65,60,40,40,45,60,65,65,55,60,55,40,30,20,10
"Peterview, Municipality of",Community,,2011,Female,380,20,25,30,20,10,15,25,25,30,30,30,30,20,25,15,10,5
"Peterview, Municipality of",Community,,2011,Male,430,15,30,45,30,30,20,20,25,40,30,30,30,30,25,10,15,5
"Peterview, Municipality of",Community,,2011,Total,810,40,50,70,50,35,35,50,50,70,55,60,65,55,55,30,20,10
"Peterview, Municipality of",Community,,2012,Female,385,20,30,30,20,15,15,25,25,30,30,25,30,20,25,20,5,10
"Peterview, Municipality of",Community,,2012,Male,450,15,30,45,40,30,20,20,25,40,30,30,30,35,25,15,10,5
"Peterview, Municipality of",Community,,2012,Total,830,35,60,65,60,45,35,50,50,65,65,55,65,55,55,35,15,15
Petty Harbour-Maddox Cove,Community,,2010,Female,460,25,25,20,20,20,35,30,35,45,40,35,35,30,20,10,15,10
Petty Harbour-Maddox Cove,Community,,2010,Male,455,25,30,30,20,30,20,35,40,35,35,40,35,30,20,20,10,5
Petty Harbour-Maddox Cove,Community,,2010,Total,915,50,50,50,45,50,50,70,70,85,75,80,65,60,35,30,25,15
Petty Harbour-Maddox Cove,Community,,2011,Female,460,25,25,15,25,20,20,30,30,45,45,35,30,35,15,15,10,15
Petty Harbour-Maddox Cove,Community,,2011,Male,465,25,35,35,25,30,15,30,40,35,35,45,40,30,20,15,15,5
Petty Harbour-Maddox Cove,Community,,2011,Total,925,50,55,50,55,50,35,65,70,85,80,80,65,65,35,35,25,20
Petty Harbour-Maddox Cove,Community,,2012,Female,460,25,30,15,30,20,20,30,35,45,50,35,25,40,20,15,10,10
Petty Harbour-Maddox Cove,Community,,2012,Male,480,20,30,30,30,30,20,25,45,40,40,35,40,30,25,15,15,5
Petty Harbour-Maddox Cove,Community,,2012,Total,940,45,55,50,65,50,40,60,75,90,85,75,65,65,40,30,25,15
"Pilley's Island, Municipality of",Community,,2010,Female,145,5,5,10,10,5,10,10,10,10,10,15,15,15,10,5,5,
"Pilley's Island, Municipality of",Community,,2010,Male,150,,5,10,5,5,,10,10,15,15,15,15,10,15,10,10,
"Pilley's Island, Municipality of",Community,,2010,Total,295,5,15,15,10,10,10,20,20,20,20,30,30,30,25,15,10,
"Pilley's Island, Municipality of",Community,,2011,Female,155,5,5,15,10,5,10,10,15,10,15,15,15,15,10,5,5,
"Pilley's Island, Municipality of",Community,,2011,Male,150,,5,10,5,5,,5,15,15,15,10,20,15,20,5,5,5
"Pilley's Island, Municipality of",Community,,2011,Total,300,5,10,20,15,10,10,15,25,20,25,20,35,35,30,10,10,5
"Pilley's Island, Municipality of",Community,,2012,Female,150,5,5,10,10,5,10,10,15,15,15,10,15,15,10,5,5,
"Pilley's Island, Municipality of",Community,,2012,Male,160,5,,10,5,10,,5,10,15,15,10,20,15,15,5,10,5
"Pilley's Island, Municipality of",Community,,2012,Total,305,5,5,20,15,15,10,15,20,25,30,20,35,30,30,10,15,5
"Point Leamington, Municipality of",Community,,2010,Female,330,10,10,20,10,10,10,15,20,25,35,35,35,20,25,15,15,20
"Point Leamington, Municipality of",Community,,2010,Male,300,10,20,10,20,15,15,10,10,25,30,35,20,25,30,15,10,10
"Point Leamington, Municipality of",Community,,2010,Total,625,20,25,30,30,25,25,20,30,50,65,75,55,50,55,30,25,30
"Point Leamington, Municipality of",Community,,2011,Female,330,10,5,20,10,10,10,10,15,25,35,35,30,30,25,15,10,20
"Point Leamington, Municipality of",Community,,2011,Male,300,5,20,10,15,15,10,10,5,25,25,40,25,35,30,15,10,10
"Point Leamington, Municipality of",Community,,2011,Total,620,15,25,35,25,20,20,20,25,45,60,75,55,65,55,30,25,30
"Point Leamington, Municipality of",Community,,2012,Female,325,10,10,15,15,5,10,10,15,25,30,35,25,40,25,20,10,20
"Point Leamington, Municipality of",Community,,2012,Male,310,5,10,15,15,15,15,10,5,20,20,40,25,35,25,20,15,10
"Point Leamington, Municipality of",Community,,2012,Total,630,15,20,35,35,20,25,20,25,45,55,75,50,75,50,40,25,30
"Point of Bay, Municipality of",Community,,2010,Female,95,5,,5,5,5,,5,5,5,15,5,5,5,15,,,
"Point of Bay, Municipality of",Community,,2010,Male,85,5,,5,5,,,10,5,5,10,10,10,5,15,5,5,
"Point of Bay, Municipality of",Community,,2010,Total,180,5,5,10,10,5,5,10,10,10,20,20,20,10,30,5,5,5
"Point of Bay, Municipality of",Community,,2011,Female,85,5,,5,5,,,,5,5,5,10,5,5,15,5,,
"Point of Bay, Municipality of",Community,,2011,Male,75,5,,5,5,,,5,5,5,10,10,10,5,15,5,5,
"Point of Bay, Municipality of",Community,,2011,Total,160,5,,10,10,,,5,10,10,15,20,20,10,30,10,5,5
"Point of Bay, Municipality of",Community,,2012,Female,90,5,,5,5,5,,5,5,5,5,15,5,10,15,5,,5
"Point of Bay, Municipality of",Community,,2012,Male,85,5,,5,10,,,5,5,5,5,10,10,5,15,5,5,5
"Point of Bay, Municipality of",Community,,2012,Total,175,5,,10,15,5,5,5,5,10,10,25,20,15,30,10,5,5
"Pool's Cove, Municipality of",Community,,2010,Female,95,5,5,5,5,,10,5,5,10,10,10,10,10,5,5,,10
"Pool's Cove, Municipality of",Community,,2010,Male,85,,5,,5,,,5,5,5,10,10,5,10,5,5,,5
"Pool's Cove, Municipality of",Community,,2010,Total,185,10,10,10,10,5,10,15,10,10,15,20,15,20,5,10,5,10
"Pool's Cove, Municipality of",Community,,2011,Female,95,5,5,5,5,,5,5,5,5,10,10,5,10,5,5,,10
"Pool's Cove, Municipality of",Community,,2011,Male,85,,5,,5,,,5,5,5,10,5,15,10,5,5,,
"Pool's Cove, Municipality of",Community,,2011,Total,180,10,10,5,10,5,5,15,15,5,20,15,20,20,5,10,5,10
"Pool's Cove, Municipality of",Community,,2012,Female,100,5,5,,5,5,,10,10,,10,15,5,15,5,5,5,10
"Pool's Cove, Municipality of",Community,,2012,Male,95,5,10,5,5,5,5,5,5,5,5,5,10,10,15,,5,5
"Pool's Cove, Municipality of",Community,,2012,Total,195,10,10,5,10,10,5,15,15,5,15,20,15,25,10,5,10,10
"Port Anson, Municipality of",Community,,2010,Female,85,,,10,5,,,,5,5,5,10,10,10,10,10,,
"Port Anson, Municipality of",Community,,2010,Male,85,5,5,5,5,5,,,5,10,,10,10,5,10,5,5,
"Port Anson, Municipality of",Community,,2010,Total,170,,10,15,10,5,,,10,15,5,20,20,20,20,15,5,
"Port Anson, Municipality of",Community,,2011,Female,80,,,5,5,,,,5,10,5,5,10,10,10,10,,
"Port Anson, Municipality of",Community,,2011,Male,80,5,5,5,5,5,,,5,15,5,5,10,5,15,5,,
"Port Anson, Municipality of",Community,,2011,Total,165,,5,10,15,5,,,10,20,10,15,20,20,20,15,5,5
"Port Anson, Municipality of",Community,,2012,Female,80,,5,5,5,,,,5,5,5,5,10,10,15,10,,
"Port Anson, Municipality of",Community,,2012,Male,75,,,5,,,,5,5,10,5,5,15,5,10,5,,
"Port Anson, Municipality of",Community,,2012,Total,160,,5,10,10,5,,,10,10,10,10,25,15,20,15,5,5
"Port au Choix, Municipality of",Community,,2010,Female,440,15,15,25,25,15,10,30,30,50,40,45,55,35,20,10,5,20
"Port au Choix, Municipality of",Community,,2010,Male,425,15,20,20,35,20,15,20,20,45,35,40,40,55,25,15,10,
"Port au Choix, Municipality of",Community,,2010,Total,865,30,40,40,55,40,25,50,50,95,75,85,95,90,45,25,15,20
"Port au Choix, Municipality of",Community,,2011,Female,430,10,25,25,20,10,10,30,20,40,35,50,50,45,25,10,5,15
"Port au Choix, Municipality of",Community,,2011,Male,410,20,20,15,30,20,10,15,25,30,45,40,45,55,25,15,10,5
"Port au Choix, Municipality of",Community,,2011,Total,840,30,45,35,45,35,20,45,45,70,75,90,95,100,50,30,15,20
"Port au Choix, Municipality of",Community,,2012,Female,425,10,25,25,25,10,15,25,20,40,45,40,45,45,30,10,10,15
"Port au Choix, Municipality of",Community,,2012,Male,410,20,15,20,25,20,10,15,30,25,45,40,45,55,30,15,10,5
"Port au Choix, Municipality of",Community,,2012,Total,840,30,45,40,45,35,20,40,50,60,85,80,95,95,60,30,20,20
"Port Hope Simpson, Municipality of",Community,,2010,Female,215,15,10,10,20,5,15,15,15,30,25,5,20,5,10,10,5,
"Port Hope Simpson, Municipality of",Community,,2010,Male,220,15,5,10,15,25,10,15,15,20,25,20,15,10,10,5,5,5
"Port Hope Simpson, Municipality of",Community,,2010,Total,435,30,15,20,35,30,25,35,30,50,45,25,30,15,20,10,15,5
"Port Hope Simpson, Municipality of",Community,,2011,Female,215,15,20,10,15,10,10,15,15,30,20,5,15,10,10,10,5,
"Port Hope Simpson, Municipality of",Community,,2011,Male,225,15,10,10,20,10,10,15,15,35,20,20,10,15,10,5,,5
"Port Hope Simpson, Municipality of",Community,,2011,Total,440,30,25,20,35,20,20,35,30,60,40,30,25,25,20,15,10,5
"Port Hope Simpson, Municipality of",Community,,2012,Female,220,15,15,20,15,10,10,10,20,30,15,15,15,10,10,10,5,
"Port Hope Simpson, Municipality of",Community,,2012,Male,220,10,10,10,20,10,10,15,15,30,20,20,10,10,10,5,5,10
"Port Hope Simpson, Municipality of",Community,,2012,Total,440,25,25,25,35,20,20,25,35,60,35,40,25,20,20,20,10,10
"Port Saunders, Municipality of",Community,,2010,Female,375,15,20,20,25,15,20,15,25,30,35,35,20,25,20,20,5,25
"Port Saunders, Municipality of",Community,,2010,Male,315,15,15,20,10,20,5,20,20,25,35,35,30,15,15,15,15,10
"Port Saunders, Municipality of",Community,,2010,Total,690,30,35,40,35,30,25,35,45,55,65,70,50,45,35,35,20,35
"Port Saunders, Municipality of",Community,,2011,Female,370,15,15,20,20,15,15,15,20,30,35,40,25,25,20,20,10,30
"Port Saunders, Municipality of",Community,,2011,Male,325,15,10,20,10,15,5,15,20,25,30,45,35,20,20,15,15,15
"Port Saunders, Municipality of",Community,,2011,Total,695,30,30,40,30,25,20,35,40,55,65,80,60,45,35,35,25,45
"Port Saunders, Municipality of",Community,,2012,Female,380,15,20,25,20,15,15,15,20,25,35,40,30,20,20,20,15,35
"Port Saunders, Municipality of",Community,,2012,Male,330,15,10,15,15,15,10,20,20,20,30,40,40,20,20,15,20,20
"Port Saunders, Municipality of",Community,,2012,Total,710,30,30,35,35,25,25,35,40,45,70,75,70,45,35,30,30,55
"Bay Bulls, Municipality of",Community,,2010,Female,610,40,35,30,25,35,45,50,45,40,40,50,50,50,20,20,15,20
"Bay Bulls, Municipality of",Community,,2010,Male,590,35,45,35,40,30,40,50,40,55,40,50,45,40,25,15,10,10
"Bay Bulls, Municipality of",Community,,2010,Total,1200,75,75,60,65,55,80,100,85,95,85,105,95,95,50,30,20,30
"Bay Bulls, Municipality of",Community,,2011,Female,655,55,35,30,35,35,40,65,45,40,40,50,50,55,25,20,15,20
"Bay Bulls, Municipality of",Community,,2011,Male,630,30,50,40,30,30,45,55,50,50,50,45,50,55,25,15,10,5
"Bay Bulls, Municipality of",Community,,2011,Total,1285,90,80,75,65,55,80,120,95,90,90,100,95,110,55,35,20,25
"Bay Bulls, Municipality of",Community,,2012,Female,675,55,30,40,30,35,50,55,55,40,50,50,45,60,35,15,10,20
"Bay Bulls, Municipality of",Community,,2012,Male,650,35,50,35,35,25,45,50,60,45,65,35,60,50,35,15,15,5
"Bay Bulls, Municipality of",Community,,2012,Total,1325,95,80,80,65,50,90,105,115,85,110,90,105,110,70,30,25,25
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2010,Female,3640,255,220,200,200,210,185,245,350,315,325,295,245,200,155,100,50,75
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2010,Male,3550,225,270,220,185,165,170,220,325,325,320,305,260,195,155,90,70,55
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2010,Total,7195,480,490,420,390,375,355,470,670,645,645,605,505,400,305,195,115,125
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2011,Female,3720,255,235,210,190,190,200,255,355,340,295,320,265,215,150,105,60,70
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2011,Male,3645,245,280,220,205,170,175,220,325,340,325,290,270,200,170,90,60,55
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2011,Total,7365,500,520,435,395,360,375,475,680,680,620,610,535,420,315,195,115,125
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2012,Female,3775,250,240,190,185,190,210,255,355,350,300,315,285,220,175,100,65,80
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2012,Male,3720,255,280,220,200,180,180,230,315,370,310,295,285,210,175,105,60,65
Portugal Cove-St. Philip's,Community,This is the Municipality of Portugal Cove-St. Philip's. Data prior to 2000 is not available due to postal code boundary changes.  ,2012,Total,7495,505,525,420,380,365,390,485,665,715,615,610,570,430,345,205,120,145
"Postville, Municipality of",Community,,2010,Female,100,5,10,10,10,5,5,10,10,10,5,10,5,5,10,5,,
"Postville, Municipality of",Community,,2010,Male,110,10,5,10,10,5,5,5,5,5,15,5,5,10,5,5,,
"Postville, Municipality of",Community,,2010,Total,215,15,15,15,20,15,10,20,15,15,20,10,5,15,10,5,5,5
"Postville, Municipality of",Community,,2011,Female,100,5,10,5,10,5,5,10,10,5,5,5,5,5,10,5,,
"Postville, Municipality of",Community,,2011,Male,105,10,5,10,10,5,10,5,5,5,10,5,5,5,5,5,5,
